id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
183,102375,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
184,148718,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
185,176514,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
186,66639,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
187,13257,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
188,178377,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
189,68668,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
190,14549,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
191,69137,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
192,31191,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
193,17554,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
194,52949,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
195,235810,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
196,24776,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
197,30930,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
198,242073,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
199,26718,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
200,15031,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
201,19770,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
202,18716,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
203,10406,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
204,6545,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
205,41592,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
206,6582,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
207,683330,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
208,46486,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
209,83826,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
210,91690,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
211,82150,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
212,10819,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
213,126642,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
214,205097,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
215,51651,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
216,236204,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
217,69782,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
218,52976,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
219,12230,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
220,74185,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
221,1105168,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
222,26562,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
223,42220,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
224,26172,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
225,45558,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
226,7040,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
227,145888,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
228,45252,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
229,5398,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
230,40503,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
231,20533,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
232,18339,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
233,67755,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
234,51640,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
235,100308,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
236,45348,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
237,11827,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
238,23350,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
239,295693,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
240,22960,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
241,11256,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
242,47824,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
243,87268,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
244,48253,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
245,17342,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
246,177430,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
247,11013,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
248,19037,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
249,20227,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
250,140180,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
251,36223,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
252,708098,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
253,53785,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
254,229131,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
255,51397,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
256,210094,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
257,13909,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
258,304902,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
259,11382,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
260,7829,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
261,27555,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
262,73163,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
263,1213124,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
264,33801,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
265,52061,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
266,14244,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
267,4893,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
268,42282,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
269,54094,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
270,21505,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
271,154115,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
272,13809,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
273,196351,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
274,840696,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
275,85986,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
276,172354,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
277,13337,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
278,7122,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
279,107114,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
280,236241,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
281,34853,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
282,6305,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
283,339221,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
284,5885,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
285,639060,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
286,71618,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
287,6208,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
288,11169,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
289,18272,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
290,11167,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
291,134587,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
292,55988,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
293,10617,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
294,111605,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
295,7265,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
296,744998,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
297,16484,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
298,172000,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
299,6147,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
300,34135,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
301,14823,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
302,11744,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
303,57548,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
304,24500,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
305,51919,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
306,188428,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
307,219883,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
308,13550,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
309,12149,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
310,41974,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
311,966089,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
312,20943,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
313,12690,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
314,7760,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
315,20422,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
316,12370,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
317,65124,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
318,6264,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
319,15364,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
320,13728,0.0,2021-11-15,2022-01-14,2022-01-18,bp1evZYjwarCVSaPPUin,64.0,4.0,Paid,,2021-11,2022-04-14
321,237013,0.0,2021-11-15,2022-01-14,2022-01-18,dYKpFF80TDjNifLt1nsx,64.0,4.0,Paid,,2021-11,2022-04-14
322,133181,0.0,2021-11-15,2022-01-14,2022-01-18,dYKpFF80TDjNifLt1nsx,64.0,4.0,Paid,,2021-11,2022-04-14
323,76340,0.0,2021-11-15,2022-01-14,2022-01-18,dYKpFF80TDjNifLt1nsx,64.0,4.0,Paid,,2021-11,2022-04-14
324,191142,0.0,2021-11-15,2022-01-14,2022-01-18,kMjaBbUxapW8emLfKb0f,64.0,4.0,Paid,,2021-11,2022-04-14
325,3275462,0.0,2021-11-15,2022-01-14,2022-01-18,kMjaBbUxapW8emLfKb0f,64.0,4.0,Paid,,2021-11,2022-04-14
326,204961,0.0,2021-11-15,2022-01-14,2022-01-18,kMjaBbUxapW8emLfKb0f,64.0,4.0,Paid,,2021-11,2022-04-14
327,82382,0.0,2021-11-15,2022-01-14,2022-01-18,kMjaBbUxapW8emLfKb0f,64.0,4.0,Paid,,2021-11,2022-04-14
328,89961,0.0,2021-11-15,2022-01-14,2022-02-02,KcagRYkfO4ZasSxwgOMl,79.0,19.0,Paid,,2021-11,2022-04-14
329,64046,0.0,2021-11-15,2022-01-14,2022-02-10,tjFgcJam1OWEoFS8j0FH,87.0,27.0,Paid,,2021-11,2022-04-14
330,29934,0.0,2021-11-15,2022-01-14,2021-12-27,tjFgcJam1OWEoFS8j0FH,42.0,-18.0,Paid,,2021-11,2022-04-14
331,44179,0.0,2021-11-15,2022-01-14,2021-12-27,tjFgcJam1OWEoFS8j0FH,42.0,-18.0,Paid,,2021-11,2022-04-14
332,51092,0.0,2021-11-15,2022-01-14,2022-03-15,gpoz4aavA6IsgheSXlgX,120.0,60.0,Paid,,2021-11,2022-04-14
333,52181,0.0,2021-11-15,2022-02-13,2022-03-19,1XW0RSDsOMJWgj5rvp8q,124.0,34.0,Paid,,2021-11,2022-05-14
334,583018,12587.15,2021-11-15,2022-01-14,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,290.0,2021-11,2022-04-14
335,473977,557620.0,2021-11-15,2022-01-14,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,290.0,2021-11,2022-04-14
336,303912,357543.0,2021-11-15,2022-01-14,,FZBsxfxbzHyU23ZaNZVW,,,Overdue,290.0,2021-11,2022-04-14
337,110395,0.0,2021-11-15,2021-12-15,2022-02-16,y5Jxhor8NKKsSCDJLk2j,93.0,63.0,Paid,,2021-11,2022-03-15
338,112409,0.0,2021-11-15,2021-12-15,2022-02-16,y5Jxhor8NKKsSCDJLk2j,93.0,63.0,Paid,,2021-11,2022-03-15
339,51219,0.0,2021-11-15,2022-01-14,2022-03-28,126Nv7oVPdMH4KUn0945,133.0,73.0,Paid,,2021-11,2022-04-14
340,45629,0.0,2021-11-15,2021-12-15,2022-01-17,1Nof07KM8Rlpb6DwQG4l,63.0,33.0,Paid,,2021-11,2022-03-15
341,147755,0.0,2021-11-15,2021-12-15,2022-01-17,1Nof07KM8Rlpb6DwQG4l,63.0,33.0,Paid,,2021-11,2022-03-15
342,15989,0.0,2021-11-15,2021-12-15,2022-01-17,1Nof07KM8Rlpb6DwQG4l,63.0,33.0,Paid,,2021-11,2022-03-15
343,7751,0.0,2021-11-15,2022-01-14,2022-03-17,1RJYjFZ4GwjUALEtG1Vu,122.0,62.0,Paid,,2021-11,2022-04-14
344,88958,0.0,2021-11-15,2022-01-14,2022-03-17,1RJYjFZ4GwjUALEtG1Vu,122.0,62.0,Paid,,2021-11,2022-04-14
345,21423,25204.0,2021-11-15,2021-12-15,,tlwm7bf4wEwIQ7UvGax2,,,Overdue,320.0,2021-11,2022-03-15
346,100882,0.0,2021-11-15,2022-01-14,2022-04-02,lhF03L7I5kMc7bxLih1A,138.0,78.0,Paid,,2021-11,2022-04-14
347,1666986,0.0,2021-11-15,2022-01-14,2022-01-31,pKey9MQ59wyF6GhjWM5p,77.0,17.0,Paid,,2021-11,2022-04-14
348,1629310,1916835.0,2021-11-15,2021-12-03,,KXSYXYCKNx3EZapHhhnv,,,Overdue,332.0,2021-11,2022-03-03
349,10965,0.0,2021-11-15,2021-12-15,2022-01-05,832BDvicdphTfmE4o51P,51.0,21.0,Paid,,2021-11,2022-03-15
350,104875,0.0,2021-11-15,2021-12-15,2022-01-05,832BDvicdphTfmE4o51P,51.0,21.0,Paid,,2021-11,2022-03-15
351,1568078,0.0,2021-11-15,2022-01-14,2022-01-31,pKey9MQ59wyF6GhjWM5p,77.0,17.0,Paid,,2021-11,2022-04-14
352,28009,0.0,2021-11-15,2021-11-15,2022-01-06,zWH50OhU94uh2aDFEO9K,52.0,52.0,Paid,,2021-11,2022-02-13
353,149600,0.0,2021-11-16,2022-03-01,2022-04-12,bPBZIvFiIE1ZbZjvuYm7,147.0,42.0,Paid,,2021-11,2022-05-30
354,149600,0.0,2021-11-16,2022-03-01,2022-04-12,bPBZIvFiIE1ZbZjvuYm7,147.0,42.0,Paid,,2021-11,2022-05-30
355,149600,0.0,2021-11-16,2022-03-01,2022-04-12,bPBZIvFiIE1ZbZjvuYm7,147.0,42.0,Paid,,2021-11,2022-05-30
356,149600,0.0,2021-11-16,2022-03-01,2022-04-12,bPBZIvFiIE1ZbZjvuYm7,147.0,42.0,Paid,,2021-11,2022-05-30
357,19659,0.0,2021-11-16,2021-12-26,2022-05-18,15T2G5n6MZ3UQUPztkuJ,183.0,143.0,Paid,,2021-11,2022-03-26
358,815489,0.0,2021-11-16,2021-12-31,2022-06-14,KN83nwfuhwO50POYCPBm,210.0,165.0,Paid,,2021-11,2022-03-31
359,108503,0.0,2021-11-16,2021-12-31,2022-03-09,L7b4TgISV4T33pUWAYFi,113.0,68.0,Paid,,2021-11,2022-03-31
360,64515,0.0,2021-11-16,2021-12-31,2022-03-09,L7b4TgISV4T33pUWAYFi,113.0,68.0,Paid,,2021-11,2022-03-31
361,84278,99150.0,2021-11-16,2022-02-14,,urA8oi9jXtdxFnG8UaWK,,,Overdue,259.0,2021-11,2022-05-15
362,56665,0.0,2021-11-16,2022-02-14,2022-01-17,6JiVpSAze286QFXb9RXK,62.0,-28.0,Paid,,2021-11,2022-05-15
363,83653,0.0,2021-11-16,2022-02-14,2022-01-17,6JiVpSAze286QFXb9RXK,62.0,-28.0,Paid,,2021-11,2022-05-15
364,769547,0.0,2021-11-16,2022-02-14,2022-05-10,6JiVpSAze286QFXb9RXK,175.0,85.0,Paid,,2021-11,2022-05-15
365,55250,0.0,2021-11-16,2021-12-01,2021-11-25,zwFmuj7p6kSPheLzMiSm,9.0,-6.0,Paid,,2021-11,2022-03-01
366,637957,1892.0,2021-11-16,2021-12-04,,KXSYXYCKNx3EZapHhhnv,,,Overdue,331.0,2021-11,2022-03-04
367,16958,0.0,2021-11-16,2021-12-31,2022-01-01,4GwtlXrmOG4ctDdNsc3f,46.0,1.0,Paid,,2021-11,2022-03-31
368,16958,0.0,2021-11-16,2021-12-31,2022-01-01,4GwtlXrmOG4ctDdNsc3f,46.0,1.0,Paid,,2021-11,2022-03-31
369,95506,0.0,2021-11-16,2021-12-16,2022-01-19,tH6pmGGxnBHHOsdVDFvR,64.0,34.0,Paid,,2021-11,2022-03-16
370,19258,0.0,2021-11-16,2021-12-16,2022-03-16,tH6pmGGxnBHHOsdVDFvR,120.0,90.0,Paid,,2021-11,2022-03-16
371,469787,552690.0,2021-11-16,2022-02-14,,kuaqwc6pirqE3hBGJKVW,,,Overdue,259.0,2021-11,2022-05-15
372,12628,14856.0,2021-11-16,2021-12-16,,UDWFXlpezSFJMZSxqfr3,,,Overdue,319.0,2021-11,2022-03-16
